upon,i
together,r
once,r
standard,n
team,n
example,n
already,r
pay,v
best,j
money,n
management,n
scale,n
across,i
argue,v
degree,n
house,n
design,n
computer,n
plan,n
per,i
concern,n
training,n
state,v
therefore,r
examine,v
rule,n
pattern,n
industry,n
because,i
special,j
item,n
around,i
researcher,n
expect,v
certain,j
task,n
foreign,j
traditional,j
security,n
week,n
finding,n
positive,j
department,n
central,j
act,n
lose,v
grow,v
until,c
cause,v
matter,n
impact,n
less,d
text,n
reflect,v
learning,n
order,n
whose,d
free,j
name,n
recognize,v
star,n
context,n
either,r
variable,n
disease,n
rather,i
relation,n
species,n
maintain,v
African,j
concept,n
death,n
plant,n
discussion,n
size,n
hour,n
associate,v
third,m
difficult,j
attention,n
office,n
along,i
design,v
simply,r
particularly,r
sexual,j
purpose,n
address,v
her,p
define,v
mother,n
identity,n
economy,n
particular,j
choose,v
benefit,n
clear,j
survey,n
effective,j
apply,v
reach,v
contain,v
even,c
really,r
federal,j
success,n
speak,v
spend,v
understanding,n
production,n
form,v
place,v
association,n
off,r
late,j
reveal,v
range,n
assessment,n
affect,v
agency,n
sport,n
attitude,n
status,n
paper,n
necessary,j
finally,r
better,j
function,n
indeed,r
trade,n
private,j
present,j
global,j
fund,n
single,j
conflict,n
decade,n
achieve,v
conduct,v
object,n
critical,j
perform,v
choice,n
academic,j
true,j
medical,j
pressure,n
American,n
let,v
cell,n
discuss,v
father,n
amount,n
carry,v
air,n
exist,v
friend,n
improve,v
observe,v
demonstrate,v
unit,n
total,j
six,m
modern,j
authority,n
set,n
raise,v
despite,i
literature,n
classroom,n
happen,v
full,j
educational,j
bad,j
head,n
result,v
experience,v
principle,n
early,r
poor,j
element,n
challenge,n
send,v
ever,r
share,v
all,r
teaching,n
draw,v
control,v
historical,j
probably,r
oil,n
sometimes,r
aspect,n
step,n
beyond,i
intervention,n
scientist,n
future,n
professional,j
character,n
loss,n
perspective,n
usually,r
basic,j
measure,v
tradition,n
adult,n
belief,n
sell,v
western,j
past,j
enough,r
procedure,n
test,v
category,n
fall,v
study,v
north,n
actually,r
tend,v
return,v
gender,n
throughout,i
face,v
technique,n
animal,n
outcome,n
significantly,r
generally,r
mind,n
recently,r
financial,j
billion,m
accept,v
future,j
mean,n
importance,n
application,n
feature,n
surface,n
building,n
like,v
influence,n
easy,j
right,j
director,n
network,n
reader,n
operation,n
game,n
hear,v
foot,n
minute,n
heart,n
administration,n
basis,n
ago,r
interaction,n
himself,p
agree,v
refer,v
earth,n
point,v
communication,n
negative,j
stand,v
former,d
primary,j
better,r
clearly,r
characteristic,n
enter,v
nearly,r
fail,v
instruction,n
rather,r
ground,n
stage,n
simple,j
light,n
European,j
lack,n
nothing,p
reality,n
agreement,n
obtain,v
potential,j
variety,n
talk,v
popular,j
buy,v
complete,v
moral,j
component,n
following,j
stock,n
eye,n
pass,v
respond,v
access,n
main,j
contribute,v
away,r
religion,n
legal,j
course,r
firm,n
account,n
far,j
assume,v
express,v
style,n
room,n
tool,n
investment,n
promote,v
participate,v
media,n
labor,n
tax,n
engage,v
south,n
review,n
additional,j
highly,r
majority,n
politics,n
appropriate,j
perception,n
property,n
staff,n
union,n
statement,n
page,n
reform,n
protect,v
before,c
publish,v
avoid,v
responsibility,n
no,r
encourage,v
successful,j
short,j
curriculum,n
little,d
key,j
nor,c
decide,v
open,v
car,n
quite,r
note,n
assess,v
view,v
client,n
instrument,n
Congress,n
relatively,r
west,n
claim,v
meaning,n
letter,n
bank,n
middle,j
limit,v
prevent,v
weight,n
committee,n
film,n
board,n
series,n
increase,n
professor,n
partner,n
directly,r
deal,v
previous,j
demand,n
sex,n
vision,n
act,v
faculty,n
female,j
hard,j
setting,n
attempt,n
half,d
Christian,j
influence,v
independent,j
list,n
generation,n
little,j
solution,n
direct,j
public,n
record,n
conclusion,n
democratic,j
around,r
exercise,n
civil,j
presence,n
scientific,j
original,j
argument,n
prepare,v
ethnic,j
die,v
version,n
complex,j
that,r
native,j
active,j
collection,n
male,n
claim,n
participation,n
direction,n
cover,v
capital,n
software,n
Indian,j
memory,n
leadership,n
focus,n
freedom,n
entire,j
blood,n
final,j
press,n
night,n
army,n
hospital,n
contrast,n
respondent,n
prove,v
wide,j
meeting,n
picture,n
failure,n
open,j
cause,n
defense,n
gas,n
end,v
nuclear,j
justice,n
internal,j
council,n
east,n
violence,n
Chinese,j
moment,n
threat,n
journal,n
regime,n
evaluation,n
plan,v
official,n
interview,n
income,n
past,n
girl,n
due,i
multiple,j
option,n
youth,n
possibility,n
treat,v
facility,n
user,n
face,n
discover,v
achievement,n
democracy,n
photograph,n
emerge,v
protection,n
extent,n
employee,n
terms,i
male,j
mental,j
district,n
piece,n
reading,n
gain,v
thought,n
town,n
drive,v
career,n
stress,n
explore,v
eat,v
consequence,n
whole,j
generate,v
street,n
spirit,n
arm,n
mission,n
conference,n
serious,j
content,n
device,n
cut,v
average,j
break,v
requirement,n
broad,j
grade,n
citizen,n
feeling,n
observation,n
boy,n
visual,j
writing,n
stop,v
race,n
artist,n
answer,n
river,n
difficulty,n
love,n
outside,i
base,n
island,n
soon,r
back,n
instead,r
left,j
British,j
hundred,m
realize,v
advantage,n
collect,v
Soviet,j
regional,j
perceive,v
Catholic,j
ie,r
manager,n
urban,j
powerful,j
remove,v
son,n
female,n
forest,n
capacity,n
educator,n
increased,j
writer,n
introduce,v
off,i
cancer,n
lot,n
ensure,v
crisis,n
opinion,n
select,v
debate,n
division,n
whom,p
moreover,r
faith,n
tree,n
ten,m
museum,n
join,v
emphasize,v
win,v
regarding,i
sure,j
strength,n
behind,i
institute,n
operate,v
expert,n
anything,p
extend,v
connection,n
second,n
competition,n
sector,n
best,r
rise,v
voice,n
commitment,n
manage,v
involved,j
detail,n
everything,p
interpretation,n
lie,v
above,i
sit,v
evaluate,v
thousand,m
sun,n
message,n
conclude,v
sea,n
truth,n
trial,n
near,i
notion,n
increasingly,r
location,n
domestic,j
distance,n
marriage,n
officer,n
someone,p
attend,v
election,n
consist,v
regulation,n
contemporary,j
sign,n
peace,n
lesson,n
reference,n
consumer,n
criteria,n
web,n
foundation,n
background,n
initial,j
target,n
easily,r
adopt,v
quickly,r
comparison,n
southern,j
depend,v
attempt,v
implement,v
standard,j
predict,v
pain,n
employ,v
hope,v
definition,n
athlete,n
certainly,r
remember,v
news,n
kill,v
essential,j
up,i
contact,n
force,v
sound,n
stay,v
attack,n
frequently,r
colleague,n
actual,j
brain,n
fish,n
lawyer,n
dimension,n
account,v
theme,n
since,i
largely,r
planet,n
link,v
desire,n
wall,n
other,p
speech,n
overall,j
useful,j
construction,n
consistent,j
return,n
mention,v
distribution,n
minority,n
annual,j
analyze,v
range,v
normal,j
wife,n
rest,n
player,n
expectation,n
psychological,j
unique,j
road,n
little,r
each,p
customer,n
experiment,n
trend,n
exchange,n
combine,v
machine,n
seven,m
percentage,n
doctor,n
objective,n
contribution,n
implication,n
fully,r
enable,v
eight,m
organize,v
eventually,r
abuse,n
else,r
specifically,r
currently,r
right,r
emotional,j
replace,v
locate,v
exposure,n
suffer,v
progress,n
chance,n
scholar,n
primarily,r
enhance,v
improvement,n
flow,n
spiritual,j
commercial,j
help,n
beginning,n
temperature,n
estimate,v
everyone,p
expression,n
phase,n
rural,j
typically,r
above,r
equipment,n
growing,j
long-term,j
turn,n
deep,j
telescope,n
responsible,j
involvement,n
expand,v
topic,n
core,n
fear,n
walk,v
summer,n
volume,n
village,n
visit,v
approximately,r
clinical,j
play,n
save,v
limited,j
propose,v
substance,n
fill,v
enjoy,v
framework,n
existing,j
document,n
reaction,n
peer,n
creation,n
code,n
share,n
king,n
emphasis,n
industrial,j
session,n
campaign,n
external,j
watch,v
waste,n
card,n
human,n
potential,n
close,j
average,n
mean,j
medicine,n
red,j
eastern,j
climate,n
investigation,n
fight,v
home,r
thinking,n
box,n
mass,n
alone,r
scene,n
complete,j
explanation,n
technical,j
county,n
executive,n
adolescent,n
mechanism,n
soil,n
description,n
cognitive,j
self,n
vary,v
symptom,n
love,v
reduction,n
agent,n
record,v
engineering,n
weapon,n
call,n
commission,n
camera,n
discipline,n
fig,n
construct,v
fuel,n
daily,j
couple,n
equal,j
very,j
disability,n
arrive,v
origin,n
works,n
concerned,j
rich,j
whereas,c
being,n
rely,v
instead,i
fundamental,j
novel,n
psychology,n
frequency,n
answer,v
representation,n
opposition,n
transition,n
assumption,n
phone,n
video,n
supply,n
German,j
existence,n
Internet,n
speed,n
muscle,n
safety,n
formal,j
audience,n
correlation,n
discourse,n
manner,n
assistance,n
universe,n
comment,n
victim,n
galaxy,n
combination,n
challenge,v
kid,n
top,n
increasing,j
connect,v
park,n
hypothesis,n
laboratory,n
shape,n
wear,v
French,j
phenomenon,n
orientation,n
healthy,j
vehicle,n
crime,n
deliver,v
addition,i
planning,n
error,n
household,n
cold,j
limit,n
cite,v
name,v
lack,v
judgment,n
away,i
path,n
cost,v
date,n
constitute,v
relevant,j
drop,v
typical,j
disorder,n
candidate,n
selection,n
incorporate,v
illustrate,v
recommend,v
fire,n
cycle,n
affair,n
ultimately,r
regular,j
depression,n
travel,v
sky,n
consideration,n
editor,n
balance,n
previously,r
skin,n
arise,v
wait,v
file,n
developing,j
measurement,n
narrative,n
interesting,j
separate,j
circumstance,n
resident,n
Jewish,j
investigate,v
recognition,n
acknowledge,v
engineer,n
mode,n
spring,n
immediately,r
similarly,r
gene,n
resistance,n
sales,n
questionnaire,n
fit,v
circle,n
aid,n
rating,n
furthermore,r
diversity,n
northern,j
practical,j
below,r
anxiety,n
acquire,v
lay,v
catch,v
intelligence,n
store,n
gifted,j
charge,n
soldier,n
ignore,v
pursue,v
characterize,v
differ,v
essay,n
song,n
anyone,p
institutional,j
intend,v
review,v
interpret,v
enough,d
latter,d
lake,n
credit,n
sort,n
creative,j
map,n
television,n
limitation,n
painting,n
push,v
respect,n
emission,n
eliminate,v
resolution,n
implementation,n
otherwise,r
deal,n
direct,v
birth,n
budget,n
aware,j
length,n
recall,v
search,n
provision,n
club,n
numerous,j
physician,n
ancient,j
wave,n
significance,n
heavy,j
minister,n
none,p
revolution,n
philosophy,n
display,v
part,r
struggle,n
professional,n
radio,n
digital,j
capture,v
publication,n
battle,n
variation,n
police,n
derive,v
administrator,n
alternative,n
graduate,n
threaten,v
Japanese,j
border,n
completely,r
therapy,n
widely,r
English,j
whatever,d
motivation,n
mountain,n
permit,v
interested,j
confirm,v
Russian,j
alternative,j
merely,r
contract,n
initiative,n
bone,n
e-mail,n
satisfaction,n
pick,v
imagine,v
Latin,j
hope,n
fall,n
immigrant,n
employment,n
regard,v
brother,n
landscape,n
wrong,j
neither,r
estimate,n
critic,n
effectively,r
era,n
station,n
husband,n
safe,j
divide,v
approach,v
fine,j
cooperation,n
door,n
liberal,j
farmer,n
Arab,j
deny,v
check,v
window,n
bill,n
transform,v
close,r
demand,v
counselor,n
absence,n
imply,v
drive,n
morning,n
farm,n
insurance,n
rise,n
show,n
reject,v
diverse,j
concentration,n
comprehensive,j
hot,j
observer,n
earn,v
owner,n
engine,n
nevertheless,r
musical,j
prior,i
moon,n
testing,n
link,n
once,c
willing,j
floor,n
evolution,n
train,v
intellectual,j
wish,v
exercise,v
commit,v
theology,n
signal,n
passage,n
facilitate,v
discovery,n
edge,n
biological,j
dark,j
introduction,n
boundary,n
awareness,n
panel,n
listen,v
examination,n
rock,n
substantial,j
PC,n
ratio,n
official,j
injury,n
strongly,r
motion,n
senior,j
title,n
damage,n
criticism,n
somewhat,r
theoretical,j
gain,n
settlement,n
revenue,n
upper,j
indigenous,j
mark,v
historian,n
behavioral,j
greatest,j
literary,j
light,j
obvious,j
independence,n
yield,v
constitution,n
necessarily,r
bird,n
formation,n
elite,n
transfer,n
impose,v
slightly,r
coach,n
survive,v
insight,n
Indian,n
dead,j
will,n
belong,v
territory,n
list,v
bright,j
conventional,j
fewer,d
personality,n
top,j
closely,r
preparation,n
newspaper,n
inform,v
close,v
index,n
guide,n
bear,v
crucial,j
leg,n
feed,v
familiar,j
effectiveness,n
racial,j
via,i
detect,v
born,v
poverty,n
enemy,n
agricultural,j
season,n
proposal,n
funding,n
distinction,n
refuse,v
relative,j
screen,n
magazine,n
convention,n
identification,n
extremely,r
destroy,v
shift,v
pull,v
release,v
own,v
zone,n
green,j
priority,n
shift,n
amendment,n
secondary,j
visit,n
solve,v
grant,v
elementary,j
domain,n
monitor,v
yes,u
alcohol,n
integration,n
expose,v
whole,n
unless,c
heat,n
subsequent,j
good,n
Supreme,j
hole,n
strategic,j
corporate,j
preference,n
fast,r
chapter,n
profession,n
apparent,j
impossible,j
duty,n
proper,j
ready,j
hit,v
assign,v
joint,j
aim,v
judge,n
assist,v
astronomer,n
Asian,j
daughter,n
forward,r
online,j
prefer,v
admit,v
later,j
exception,n
entirely,r
prevention,n
profit,n
root,n
handle,v
sign,v
benefit,v
colonial,j
dependent,j
ship,n
master,n
immediate,j
before,r
solar,j
portion,n
presentation,n
gift,n
insist,v
trip,n
proportion,n
separate,v
bar,n
tension,n
mostly,r
composition,n
personnel,n
tissue,n
universal,j
norm,n
danger,n
conservation,n
tendency,n
representative,n
exactly,r
yourself,p
considerable,j
repeat,v
respectively,r
concerning,i
equally,r
band,n
resolve,v
competitive,j
related,j
consumption,n
symbol,n
decrease,v
calculate,v
United,j
dominant,j
nine,m
extensive,j
huge,j
barrier,n
advanced,j
block,n
Islamic,j
motor,n
severe,j
strike,v
mass,j
adjustment,n
virtually,r
Canadian,j
care,v
investor,n
shape,v
declare,v
integrate,v
dominate,v
pair,n
establishment,n
gather,v
legislation,n
entry,n
worth,i
experimental,j
judge,v
visible,j
instructional,j
infection,n
present,n
preserve,v
stability,n
invest,v
efficiency,n
atmosphere,n
sequence,n
nurse,n
sing,v
feedback,n
gap,n
decline,v
Spanish,j
welfare,n
hence,r
until,i
process,v
given,j
sufficient,j
maybe,r
asset,n
confidence,n
genetic,j
general,n
dialogue,n
conversation,n
wind,n
figure,v
fourth,m
republic,n
onto,i
distinct,j
pose,v
constitutional,j
enterprise,n
Mexican,j
Republican,n
transformation,n
negotiation,n
layer,n
English,n
blue,j
scope,n
vast,j
coast,n
neighborhood,n
assert,v
treaty,n
troop,n
psychologist,n
total,n
capability,n
miss,v
doctrine,n
dance,n
host,n
appearance,n
carbon,n
arrangement,n
issue,v
reflection,n
diet,n
precisely,r
electronic,j
immigration,n
decline,n
distinguish,v
agenda,n
surround,v
myself,p
inside,i
fruit,n
hard,r
correct,j
retain,v
Muslim,j
expansion,n
print,n
evolve,v
and/or,c
reliability,n
spread,v
launch,v
announce,v
versus,i
frame,n
pollution,n
truly,r
ice,n
incentive,n
bond,n
survival,n
ideology,n
rather,c
constant,j
soul,n
recommendation,n
track,n
physics,n
structural,j
elsewhere,r
appeal,n
possess,v
illness,n
cope,v
encounter,v
membership,n
apparently,r
recovery,n
protein,n
rapidly,r
adapt,v
weak,j
debt,n
attract,v
pound,n
succeed,v
crop,n
utility,n
movie,n
initially,r
intention,n
fee,n
collective,j
rapid,j
move,n
cluster,n
below,i
throw,v
camp,n
ball,n
reinforce,v
corporation,n
ethical,j
advice,n
display,n
secretary,n
conservative,j
validity,n
exhibit,v
solid,j
manufacturer,n
unfortunately,r
alliance,n
stone,n
oppose,v
holy,j
chief,j
capable,j
instructor,n
brief,j
ongoing,j
ear,n
order,v
function,v
neighbor,n
ourselves,p
communicate,v
address,n
partnership,n
accomplish,v
channel,n
valuable,j
ocean,n
fat,n
dream,n
used,j
shall,v
forget,v
by,r
lab,n
detailed,j
key,n
potentially,r
wealth,n
trait,n
campus,n
count,v
variance,n
administrative,j
metal,n
initiate,v
adequate,j
perceived,j
diagnosis,n
defend,v
ideal,j
chief,n
massive,j
plane,n
settle,v
instance,n
accompany,v
alter,v
mathematics,n
living,j
post,n
glass,n
indicator,n
twice,r
strengthen,v
expense,n
statistics,n
essentially,r
suggestion,n
thereby,r
supply,v
accurate,j
sidebar,n
invite,v
organizational,j
ministry,n
winter,n
prayer,n
towards,i
look,n
assembly,n
dramatic,j
baby,n
hair,n
acceptance,n
wood,n
stress,v
branch,n
stable,j
guideline,n
consciousness,n
spot,n
Catholic,n
hearing,n
dangerous,j
match,v
extra,j
happy,j
Christian,n
depth,n
justify,v
unable,j
talk,n
carefully,r
advance,n
notice,v
trust,n
profile,n
statistical,j
confront,v
flight,n
wild,j
sensitive,j
attribute,v
surgery,n
vote,n
scenario,n
valley,n
under,r
score,v
rare,j
chair,n
document,v
childhood,n
exclude,v
priest,n
expensive,j
attack,v
advance,v
regardless,r
extreme,j
developmental,j
counseling,n
dog,n
perfect,j
provider,n
sustain,v
another,p
leading,j
consensus,n
possibly,r
charge,v
adjust,v
sister,n
seat,n
rarely,r
specialist,n
slowly,r
mutual,j
exhibition,n
fly,v
install,v
trouble,n
radical,j
bed,n
chemical,n
commonly,r
award,n
feature,v
famous,j
travel,n
virtue,n
equation,n
inner,j
chip,n
evident,j
processing,n
attach,v
dynamics,n
emotion,n
export,n
depict,v
administer,v
head,v
actor,n
fair,j
regression,n
ecological,j
vessel,n
particle,n
criminal,j
ordinary,j
poem,n
efficient,j
chemical,j
speaker,n
practitioner,n
dispute,n
purchase,v
fear,v
highlight,v
bit,n
successfully,r
stream,n
plus,i
complexity,n
intensity,n
favor,v
reasonable,j
transfer,v
input,n
visitor,n
loan,n
wonder,v
sound,v
ultimate,j
armed,j
photograph,v
theological,j
Senate,n
hill,n
secure,v
remaining,j
remind,v
impairment,n
fitness,n
functional,j
mainly,r
rate,v
translate,v
living,n
consequently,r
copy,n
dozen,m
magnitude,n
question,v
bishop,n
dry,j
agriculture,n
so-called,j
distribute,v
lead,n
gold,n
employer,n
myth,n
scheme,n
utilize,v
egg,n
driver,n
occasion,n
ethics,n
vital,j
concentrate,v
exceed,v
summary,n
manufacturing,n
format,n
divine,j
hall,n
politician,n
maker,n
technological,j
parental,j
liberty,n
last,v
convert,v
column,n
request,n
chain,n
overcome,v
disk,n
herself,p
half,n
database,n
innovation,n
obligation,n
theater,n
fresh,j
permanent,j
demographic,j
middle,n
affiliation,n
bay,n
tribe,n
inquiry,n
outside,j
violent,j
Israeli,j
aggressive,j
analyst,n
acid,n
roughly,r
no,p
abandon,v
output,n
shoot,v
either,d
payment,n
collaboration,n
etc,r
cash,n
found,v
meaningful,j
guy,n
resist,v
tie,n
bias,n
drink,v
extension,n
excellent,j
coverage,n
habitat,n
delivery,n
empirical,j
chronic,j
quarter,n
gun,n
guide,v
widespread,j
cloud,n
prominent,j
fiction,n
height,n
bind,v
correlate,v
promise,n
route,n
prime,j
bottom,n
peak,n
package,n
forth,r
nonetheless,r
evening,n
front,n
phrase,n
attorney,n
likely,r
cross,v
worry,v
logic,n
library,n
maintenance,n
principal,j
saving,n
hardly,r
respect,i
helpful,j
search,v
tie,v
contact,v
plastic,n
compete,v
simultaneously,r
clean,j
density,n
constraint,n
slave,n
storage,n
God,n
beauty,n
undergo,v
command,n
pilot,n
narrow,j
garden,n
victory,n
lower,v
unlike,i
burn,v
metaphor,n
learner,n
tiny,j
sacred,j
black,n
hire,v
dynamic,j
seriously,r
seed,n
ecosystem,n
circuit,n
oral,j
satellite,n
meanwhile,r
tank,n
relief,n
ritual,n
verbal,j
hide,v
estate,n
newly,r
mechanical,j
prison,n
habit,n
burden,n
economics,n
marketing,n
proposed,j
beach,n
fishing,n
prospect,n
assignment,n
coalition,n
workshop,n
changing,j
regulate,v
written,j
undertake,v
occupy,v
deeply,r
discrimination,n
DNA,n
unity,n
wage,n
embrace,v
pool,n
self-esteem,n
load,n
greatly,r
sentence,n
ideological,j
graph,n
fairly,r
Palestinian,j
restriction,n
release,n
battery,n
engagement,n
organism,n
motivate,v
unlikely,j
consultant,n
promise,v
compose,v
other,i
afford,v
intense,j
leaf,n
mix,v
unusual,j
bacteria,n
earnings,n
autonomy,n
aesthetic,j
run,n
along,r
cheap,j
producer,n
frequent,j
competence,n
fashion,n
hotel,n
subject,i
meter,n
aim,n
press,v
accuracy,n
proceed,v
start,n
acceptable,j
surprising,j
mirror,n
maximum,j
restrict,v
unknown,j
conception,n
incident,n
beautiful,j
slow,j
comprise,v
cooperative,j
enforcement,n
wisdom,n
rest,v
rank,n
heritage,n
emergency,n
volunteer,n
appreciate,v
approve,v
communist,j
mere,j
civilian,j
consistently,r
ally,n
province,n
transportation,n
negotiate,v
soft,j
struggle,v
consume,v
electric,j
twenty,m
recover,v
provided,c
migration,n
fiber,n
boat,n
practice,v
minimize,v
disappear,v
marine,j
spectrum,n
organic,j
depending,i
opposite,j
market,v
finish,v
narrative,j
target,v
coefficient,n
entity,n
chairman,n
breast,n
modify,v
empire,n
Roman,j
lens,n
realm,n
cable,n
absolute,j
secular,j
obviously,r
response,i
refugee,n
educate,v
port,n
array,n
shared,j
counterpart,n
interact,v
sheet,n
plate,n
symbolic,j
violation,n
virus,n
working,j
content,j
advocate,n
render,v
punishment,n
guidance,n
meal,n
shoulder,n
lift,v
illustration,n
separation,n
concern,v
quick,j
inspire,v
blind,j
steel,n
regularly,r
enormous,j
doubt,n
routine,n
presidential,j
vs,i
regulatory,j
careful,j
heavily,r
regard,i
sin,n
abstract,j
foster,v
FALSE,j
imagination,n
touch,v
opening,n
comfortable,j
mistake,n
iron,n
comment,v
exploration,n
fan,n
rule,v
portfolio,n
tip,n
radiation,n
approval,n
Bible,n
knee,n
parameter,n
continuous,j
mortality,n
biology,n
distant,j
infant,n
well-being,n
colony,n
due,j
undermine,v
celebrate,v
schedule,n
electricity,n
suddenly,r
mask,n
destruction,n
uncertainty,n
cover,n
superior,j
politically,r
civilization,n
gradually,r
conceptual,j
transmission,n
hang,v
statute,n
restore,v
housing,n
paradigm,n
segment,n
originally,r
diagram,n
artistic,j
fishery,n
protocol,n
escape,v
league,n
dust,n
weather,n
except,i
minor,j
principal,n
deficit,n
reserve,n
classify,v
relative,n
astronomy,n
governor,n
expertise,n
inventory,n
subscale,n
continued,j
adolescent,j
predictor,n
clinic,n
married,j
occupation,n
poetry,n
prediction,n
improved,j
warn,v
tube,n
everyday,j
shop,n
custom,n
partly,r
athletic,j
underlying,j
naturally,r
satisfy,v
cup,n
supposed,j
statistically,r
placement,n
moderate,j
front,i
vote,v
abortion,n
grant,n
factory,n
access,v
patient,j
encounter,n
creativity,n
impression,n
methodology,n
nineteenth,m
ring,n
interval,n
telephone,n
vulnerable,j
offer,n
legislative,j
royal,j
spatial,j
submit,v
adoption,n
journey,n
readily,r
store,v
consent,n
medium,n
tough,j
quantity,n
step,v
sight,n
noise,n
mystery,n
scholarship,n
tumor,n
integrated,j
productivity,n
interview,v
tribal,j
twentieth,m
explicitly,r
long,c
talent,n
grand,j
except,c
insect,n
ownership,n
net,j
sensitivity,n
founder,n
remote,j
prior,j
poet,n
elderly,j
fund,v
thin,j
storm,n
alpha,n
neck,n
reliable,j
apart,r
compliance,n
undergraduate,n
Democrat,n
humanity,n
availability,n
systematic,j
classical,j
operating,n
properly,r
bag,n
stick,v
molecule,n
historically,r
pure,j
corner,n
honor,n
probability,n
activist,n
criticize,v
rhetoric,n
traditionally,r
advocate,v
commerce,n
tone,n
pleasure,n
normally,r
informal,j
demonstration,n
through,r
aggression,n
acquisition,n
health-care,n
mood,n
critique,n
surprise,n
suicide,n
legitimate,j
likelihood,n
filter,n
similarity,n
complain,v
illegal,j
opponent,n
inherent,j
actively,r
sovereignty,n
academy,n
govern,v
horse,n
constantly,r
lecture,n
cross,n
complaint,n
laser,n
math,n
remarkable,j
sharp,j
sophisticated,j
ethnicity,n
hero,n
literacy,n
plot,n
flow,v
reward,n
